"Altmetric.Attention.Score","Title","Journal","Journal.ISSNs","Output.Type","Publication.Date","DOI","ISBN","News.mentions","Blog.mentions","Policy.mentions","Twitter.mentions","OA","year","SJR","SJRfac"
8,"Linking climate change perceptions to adaptation and mitigation action","Climatic Change","0165-0009, 1573-1480","Article","2016-06-11","10.1007/s10584-016-1718-x",NA,0,1,0,5,FALSE,2016,1.883,"C"
8,"Assessing the impacts of temperature variations on rice yield in China","Climatic Change","0165-0009, 1573-1480","Article","2016-06-06","10.1007/s10584-016-1707-0",NA,0,1,0,5,FALSE,2016,1.883,"C"
8,"Global estimates of the impact of a collapse of the West Antarctic ice sheet: an application of FUND","Climatic Change","0165-0009, 1573-1480","Article","2008-06-25","10.1007/s10584-008-9424-y",NA,0,1,1,0,FALSE,2008,1.883,"C"
8,"Toward integrated assessment of environmental change: air pollution health effects in the USA","Climatic Change","0165-0009, 1573-1480","Article","2007-03-20","10.1007/s10584-006-9185-4",NA,0,1,1,0,FALSE,2007,1.883,"C"
8,"Effects of climate change on maize production, and potential adaptation measures: a case study in Jilin Province, China","Climate Research","0936-577X, 1616-1572","Article","2011-04-28","10.3354/cr00986",NA,0,1,5,0,FALSE,2011,0.831,"A"
8,"European storminess and associated circulation weather types: future changes deduced from a multi-model ensemble of GCM simulations","Climate Research","0936-577X, 1616-1572","Article","2010-05-20","10.3354/cr00853",NA,0,1,1,0,FALSE,2010,0.831,"A"
8,"Responding to the challenges of climate change in the Pacific Islands: management and technological imperatives","Climate Research","0936-577X, 1616-1572","Article","2009-12-10","10.3354/cr00806",NA,0,1,0,1,FALSE,2009,0.831,"A"
8,"Climate change and winegrape quality in Australia","Climate Research","0936-577X, 1616-1572","Article","2008-04-30","10.3354/cr00740",NA,0,1,1,0,FALSE,2008,0.831,"A"
8,"Coping with climate variability and climate change in La Ceiba, Honduras","Climatic Change","0165-0009, 1573-1480","Article","2011-08-09","10.1007/s10584-011-0161-2",NA,0,1,2,0,FALSE,2011,1.883,"C"
8,"Atmospheric inversions for estimating CO2 fluxes: methods and perspectives","Climatic Change","0165-0009, 1573-1480","Article","2010-07-20","10.1007/s10584-010-9909-3",NA,0,1,1,0,FALSE,2010,1.883,"C"
8,"Using climate information for supporting climate change adaptation in water resource management in South Africa","Climatic Change","0165-0009, 1573-1480","Article","2010-01-19","10.1007/s10584-009-9771-3",NA,0,1,3,0,FALSE,2010,1.883,"C"
8,"Climate change scenarios and long term projections","Climatic Change","0165-0009, 1573-1480","Article","2009-08-18","10.1007/s10584-009-9621-3",NA,0,1,1,0,FALSE,2009,1.883,"C"
8,"Uncertainties in climate stabilization","Climatic Change","0165-0009, 1573-1480","Article","2009-05-29","10.1007/s10584-009-9585-3",NA,0,1,1,0,FALSE,2009,1.883,"C"
8,"Economically optimal risk reduction strategies in the face of uncertain climate thresholds","Climatic Change","0165-0009, 1573-1480","Article","2007-01-16","10.1007/s10584-006-9137-z",NA,0,1,1,0,FALSE,2007,1.883,"C"
8,"Assessing the impact of climate change on extreme fire weather events over southeastern Australia","Climate Research","0936-577X, 1616-1572","Article","2009-08-04","10.3354/cr00817",NA,0,1,3,0,FALSE,2009,0.831,"A"
8,"Precipitation extremes and the impacts of climate change on stormwater infrastructure in Washington State","Climatic Change","0165-0009, 1573-1480","Article","2010-04-22","10.1007/s10584-010-9847-0",NA,0,1,1,0,FALSE,2010,1.883,"C"
8,"Climate change and timing of avian breeding and migration throughout Europe","Climate Research","0936-577X, 1616-1572","Article","2007-12-31","10.3354/cr00716",NA,0,1,1,0,FALSE,2007,0.831,"A"
8,"Going to extremes: propositions on the social response to severe climate change","Climatic Change","0165-0009, 1573-1480","Article","2009-09-29","10.1007/s10584-009-9661-8",NA,0,1,1,0,FALSE,2009,1.883,"C"
8,"Implications of 21st century climate change for the hydrology of Washington State","Climatic Change","0165-0009, 1573-1480","Article","2010-05-04","10.1007/s10584-010-9855-0",NA,0,1,1,0,FALSE,2010,1.883,"C"
8,"Heterogeneous intra-annual climatic changes drive different phenological responses at two trophic levels","Climate Research","0936-577X, 1616-1572","Article","2008-06-24","10.3354/cr00741",NA,0,1,0,1,FALSE,2008,0.831,"A"
8,"Future climate and changes in flow patterns in Czech headwater catchments","Climate Research","0936-577X, 1616-1572","Article","2011-09-22","10.3354/cr01011",NA,0,1,0,1,FALSE,2011,0.831,"A"
8,"Frameworks for analyzing the economic effects of climate change on outdoor recreation","Climate Research","0936-577X, 1616-1572","Article","2008-06-24","10.3354/cr00748",NA,0,1,0,1,FALSE,2008,0.831,"A"
8,"Climate change and crop adaptation in Spain: ­consistency of regional climate models","Climate Research","0936-577X, 1616-1572","Article","2011-11-09","10.3354/cr01029",NA,0,1,0,1,FALSE,2011,0.831,"A"
8,"Discounting and relative prices","Climatic Change","0165-0009, 1573-1480","Article","2007-05-09","10.1007/s10584-007-9255-2",NA,0,1,1,0,FALSE,2007,1.883,"C"
8,"Climate change adaptation and mitigation in smallholder crop–livestock systems in sub-Saharan Africa: a call for integrated impact assessments","Regional Environmental Change","1436-3798, 1436-378X","Article","2016-04-02","10.1007/s10113-016-0957-8",NA,0,1,3,0,TRUE,2016,1.13,"A"
8,"Assessing uncertainties in climate change impact analyses on the river flow regimes in the UK. Part 1: baseline climate","Climatic Change","0165-0009, 1573-1480","Article","2008-08-20","10.1007/s10584-008-9464-3",NA,0,1,1,0,FALSE,2008,1.883,"C"
8,"Understanding long-term (1982–2013) multi-decadal change in the equatorial and subtropical South Atlantic climate","Climate Dynamics","0930-7575, 1432-0894","Article","2015-06-06","10.1007/s00382-015-2691-1",NA,1,0,0,0,FALSE,2015,3.019,"D"
8,"50,000-years of vegetation and climate change in the Southern Namib Desert, Pella, South Africa ","Palaeogeography, Palaeoclimatology, Palaeoecology","0031-0182","Article","2016-06-01","10.1016/j.palaeo.2016.03.001",NA,0,1,0,2,FALSE,2016,1.303,"B"
8,"The global carbon budget: a conflicting claims problem","Climatic Change","0165-0009, 1573-1480","Article","2016-03-03","10.1007/s10584-016-1633-1",NA,0,1,0,4,FALSE,2016,1.883,"C"
8,"U.S. National climate assessment gaps and research needs: overview, the economy and the international context","Climatic Change","0165-0009, 1573-1480","Article","2015-07-24","10.1007/s10584-015-1464-5",NA,0,1,0,2,FALSE,2015,1.883,"C"
8,"Regional impact assessment of flooding under future climate and socio-economic scenarios for East Anglia and North West England","Climatic Change","0165-0009, 1573-1480","Article","2008-07-29","10.1007/s10584-008-9449-2",NA,0,1,1,0,FALSE,2008,1.883,"C"
8,"Changing return periods of weather-related impacts: the attribution challenge","Climatic Change","0165-0009, 1573-1480","Article","2011-11-01","10.1007/s10584-011-0265-8",NA,0,1,1,0,FALSE,2011,1.883,"C"
8,"Potential impact of climate change and reindeer density on tundra indicator species in the Barents Sea region","Climatic Change","0165-0009, 1573-1480","Article","2007-12-19","10.1007/s10584-007-9344-2",NA,0,1,0,1,FALSE,2007,1.883,"C"
8,"Variation in the climatic response to SRES emissions scenarios in integrated assessment models","Climatic Change","0165-0009, 1573-1480","Article","2010-01-09","10.1007/s10584-009-9769-x",NA,0,1,1,0,FALSE,2010,1.883,"C"
8,"Projections of glacier change in the Altai Mountains under twenty-first century climate scenarios","Climate Dynamics","0930-7575, 1432-0894","Article","2016-01-30","10.1007/s00382-016-3006-x",NA,0,1,0,4,FALSE,2016,3.019,"D"
8,"Thousand-year history of northeastern Europe exploration in the context of climatic change: Medieval to early modern times","Holocene","0959-6836, 1477-0911","Article","2015-10-15","10.1177/0959683615609745",NA,0,1,0,3,FALSE,2015,1.066,"A"
8,"Do rapidly developing countries take up new responsibilities for climate change mitigation?","Climatic Change","0165-0009, 1573-1480","Article","2015-10-21","10.1007/s10584-015-1528-6",NA,0,1,0,3,FALSE,2015,1.883,"C"
8,"Ensemble flood risk assessment in Europe under high end climate scenarios ","Global Environmental Change","0959-3780","Article","2015-11-01","10.1016/j.gloenvcha.2015.09.004",NA,0,1,0,2,TRUE,2015,3.507,"D"
8,"To what extent could functional diversity be a useful tool in inferring ecosystem responses to past climate changes? ","Quaternary International","1040-6182","Article","2015-09-01","10.1016/j.quaint.2015.07.069",NA,0,1,0,2,FALSE,2015,1.096,"A"
8,"Climate change in California: scenarios and approaches for adaptation","Climatic Change","0165-0009, 1573-1480","Article","2011-10-08","10.1007/s10584-011-0240-4",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"Guiding Climate Change Adaptation Within Vulnerable Natural Resource Management Systems","Environmental Management","0364-152X, 1432-1009","Article","2010-04-11","10.1007/s00267-010-9487-1",NA,1,0,0,0,FALSE,2010,0.794,"A"
8,"Adaptation to climate change and variability: farmer responses to intra-seasonal precipitation trends in South Africa","Climatic Change","0165-0009, 1573-1480","Article","2007-02-10","10.1007/s10584-006-9205-4",NA,0,1,1,0,FALSE,2007,1.883,"C"
8,"Can Perceptions of Environmental and Climate Change in Island Communities Assist in Adaptation Planning Locally?","Environmental Management","0364-152X, 1432-1009","Article","2015-07-05","10.1007/s00267-015-0572-3",NA,0,2,0,4,FALSE,2015,0.794,"A"
8,"Robust analysis of future climate change impacts on water for agriculture and other sectors: a case study in the Sacramento Valley","Climatic Change","0165-0009, 1573-1480","Article","2007-12-22","10.1007/s10584-007-9375-8",NA,0,1,0,0,FALSE,2007,1.883,"C"
8,"The challenge of adapting grapevine varieties to climate change","Climate Research","0936-577X, 1616-1572","Article","2010-05-04","10.3354/cr00850",NA,0,1,1,0,FALSE,2010,0.831,"A"
8,"The role of uncertainties in the design of international water treaties: an historical perspective","Climatic Change","0165-0009, 1573-1480","Article","2010-08-17","10.1007/s10584-010-9896-4",NA,0,1,1,0,FALSE,2010,1.883,"C"
8,"Objective probabilities about future climate are a matter of opinion","Climatic Change","0165-0009, 1573-1480","Article","2009-10-08","10.1007/s10584-009-9681-4",NA,0,1,1,0,FALSE,2009,1.883,"C"
8,"A global perspective on African climate","Climatic Change","0165-0009, 1573-1480","Article","2008-03-14","10.1007/s10584-008-9396-y",NA,0,1,1,0,FALSE,2008,1.883,"C"
8,"Indices for extreme events in projections of anthropogenic climate change","Climatic Change","0165-0009, 1573-1480","Article","2007-08-04","10.1007/s10584-007-9308-6",NA,0,1,1,0,FALSE,2007,1.883,"C"
8,"Global semi-arid climate change over last 60 years","Climate Dynamics","0930-7575, 1432-0894","Article","2015-05-13","10.1007/s00382-015-2636-8",NA,0,1,0,5,FALSE,2015,3.019,"D"
8,"Current and future impacts of extreme events in California","Climatic Change","0165-0009, 1573-1480","Article","2011-11-24","10.1007/s10584-011-0311-6",NA,0,1,0,0,FALSE,2011,1.883,"C"
8,"The Tuvalu Syndrome","Climatic Change","0165-0009, 1573-1480","Article","2011-06-02","10.1007/s10584-011-0102-0",NA,0,1,0,0,FALSE,2011,1.883,"C"
8,"Toward an integrated framework derived from a risk-management approach to climate change","Climatic Change","0165-0009, 1573-1480","Article","2009-07-09","10.1007/s10584-009-9614-2",NA,0,1,1,0,FALSE,2009,1.883,"C"
8,"Heavy precipitation events over the Euro-Mediterranean region in a warmer climate: results from CMIP5 models","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-11-18","10.1007/s10113-014-0712-y",NA,0,1,0,2,FALSE,2014,1.13,"A"
8,"Climate analysis with satellite versus weather station data","Climatic Change","0165-0009, 1573-1480","Article","2007-01-10","10.1007/s10584-006-9139-x",NA,0,1,2,0,FALSE,2007,1.883,"C"
8,"Travelling in antique lands: using past famines to develop an adaptability/resilience framework to identify food systems vulnerable to climate change","Climatic Change","0165-0009, 1573-1480","Article","2007-03-07","10.1007/s10584-007-9240-9",NA,0,1,0,0,FALSE,2007,1.883,"C"
8,"Hydrologic impacts of climate change on the Nile River Basin: implications of the 2007 IPCC scenarios","Climatic Change","0165-0009, 1573-1480","Article","2009-10-13","10.1007/s10584-009-9693-0",NA,0,1,0,1,FALSE,2009,1.883,"C"
8,"An assessment of climate change impacts and adaptation for the Torres Strait Islands, Australia","Climatic Change","0165-0009, 1573-1480","Article","2009-12-11","10.1007/s10584-009-9756-2",NA,0,1,4,0,FALSE,2009,1.883,"C"
8,"Probabilistic Inference for Future Climate Using an Ensemble of Climate Model Evaluations","Climatic Change","0165-0009, 1573-1480","Article","2007-01-19","10.1007/s10584-006-9156-9",NA,0,1,2,0,FALSE,2007,1.883,"C"
8,"Imprecise probabilities of climate change: aggregation of fuzzy scenarios and model uncertainties","Climatic Change","0165-0009, 1573-1480","Article","2007-01-03","10.1007/s10584-006-9175-6",NA,0,1,1,0,FALSE,2007,1.883,"C"
8,"On climate change and cultural geography: farming on the Lizard Peninsula, Cornwall, UK","Climatic Change","0165-0009, 1573-1480","Article","2012-03-07","10.1007/s10584-012-0417-5",NA,0,1,0,1,FALSE,2012,1.883,"C"
8,"21st century climate change in the Middle East","Climatic Change","0165-0009, 1573-1480","Article","2008-07-29","10.1007/s10584-008-9438-5",NA,0,1,1,0,FALSE,2008,1.883,"C"
8,"Why do people misunderstand climate change? Heuristics, mental models and ontological assumptions","Climatic Change","0165-0009, 1573-1480","Article","2011-02-02","10.1007/s10584-010-0013-5",NA,0,1,0,3,FALSE,2011,1.883,"C"
8,"National forest carbon inventories: policy needs and assessment capacity","Climatic Change","0165-0009, 1573-1480","Article","2008-11-21","10.1007/s10584-008-9526-6",NA,0,1,0,1,FALSE,2008,1.883,"C"
8,"Assessing mitigation-adaptation scenarios for reducing catastrophic climate risk","Climatic Change","0165-0009, 1573-1480","Article","2007-05-16","10.1007/s10584-007-9260-5",NA,0,1,0,1,FALSE,2007,1.883,"C"
8,"Climate change, adaptation and economic growth","Climatic Change","0165-0009, 1573-1480","Article","2011-11-23","10.1007/s10584-011-0346-8",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"Consequence of altered nitrogen cycles in the coupled human and ecological system under changing climate: The need for long-term and site-based research","Ambio","0044-7447, 1654-7209","Article","2014-07-19","10.1007/s13280-014-0545-4",NA,0,1,0,2,FALSE,2014,1.221,"B"
8,"Analysis of farm performance in Europe under different climatic and management conditions to improve understanding of adaptive capacity","Climatic Change","0165-0009, 1573-1480","Article","2007-03-07","10.1007/s10584-007-9242-7",NA,0,1,1,0,FALSE,2007,1.883,"C"
8,"Planning for climate change: the security community’s precautionary principle","Climatic Change","0165-0009, 1573-1480","Article","2009-08-19","10.1007/s10584-009-9639-6",NA,0,1,0,1,FALSE,2009,1.883,"C"
8,"Sap?feeding insects on forest trees along latitudinal gradients in northern Europe: a climate?driven patterns","Global Change Biology","1354-1013, 1365-2486","Article","2014-07-01","10.1111/gcb.12682",NA,0,1,0,3,FALSE,2014,4.768,"D"
8,"Joint variable spatial downscaling","Climatic Change","0165-0009, 1573-1480","Article","2011-07-29","10.1007/s10584-011-0167-9",NA,0,1,1,0,FALSE,2011,1.883,"C"
8,"Global changes in extreme events: regional and seasonal dimension","Climatic Change","0165-0009, 1573-1480","Article","2011-07-22","10.1007/s10584-011-0122-9",NA,0,1,2,0,FALSE,2011,1.883,"C"
8,"What Causes Crop Failure?","Climatic Change","0165-0009, 1573-1480","Article","2007-01-17","10.1007/s10584-005-9009-y",NA,0,1,1,0,FALSE,2007,1.883,"C"
8,"Provision of climate information for adaptation to climate change","Climate Research","0936-577X, 1616-1572","Article","2011-03-31","10.3354/cr00950",NA,0,1,1,0,FALSE,2011,0.831,"A"
8,"Development of a regional-scale pollen emission and transport modeling framework for investigating the impact of climate change on allergic airway disease","Biogeosciences","1726-4170, 1726-4189","Article","2014-03-19","10.5194/bg-11-1461-2014",NA,0,1,0,1,TRUE,2014,2.328,"C"
8,"Reducing greenhouse gas emissions and adapting agricultural management for climate change in developing countries: providing the basis for action","Global Change Biology","1354-1013, 1365-2486","Article","2014-01-01","10.1111/gcb.12361",NA,0,3,3,0,FALSE,2014,4.768,"D"
8,"The benefits of climate change mitigation in integrated assessment models: the role of the carbon cycle and climate component","Climatic Change","0165-0009, 1573-1480","Article","2011-12-17","10.1007/s10584-011-0363-7",NA,0,1,0,2,FALSE,2011,1.883,"C"
8,"Decision support for climate change adaptation planning in the US: why it needs a coordinated internet-based practitionersâ?? network","Climatic Change","0165-0009, 1573-1480","Article","2010-12-21","10.1007/s10584-010-9947-x",NA,0,1,0,1,FALSE,2010,1.883,"C"
8,"Two Challenges for U.S. Irrigation Due to Climate Change: Increasing Irrigated Area in Wet States and Increasing Irrigation Rates in Dry States","PLoS ONE","1932-6203","Article","2013-06-05","10.1371/journal.pone.0065589",NA,0,1,0,2,TRUE,2013,1.201,"B"
8,"Parallels in reactionary argumentation in the US congressional debates on the abolition of slavery and the Kyoto Protocol","Climatic Change","0165-0009, 1573-1480","Article","2007-04-27","10.1007/s10584-007-9250-7",NA,0,1,0,1,FALSE,2007,1.883,"C"
8,"Can developed economies combat dangerous anthropogenic climate change without near-term reductions from developing economies?","Climatic Change","0165-0009, 1573-1480","Article","2011-07-06","10.1007/s10584-011-0132-7",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"The vulnerability of beach tourism to climate changeâ??an index approach","Climatic Change","0165-0009, 1573-1480","Article","2009-09-24","10.1007/s10584-009-9692-1",NA,0,1,0,1,FALSE,2009,1.883,"C"
8,"The role of the land use, land use change and forestry sector in achieving Annex I reduction pledges","Climatic Change","0165-0009, 1573-1480","Article","2012-10-02","10.1007/s10584-012-0584-4",NA,0,1,0,1,FALSE,2012,1.883,"C"
8,"Modeling the eco-hydrologic response of a Mediterranean type ecosystem to the combined impacts of projected climate change and altered fire frequencies","Climatic Change","0165-0009, 1573-1480","Article","2008-10-03","10.1007/s10584-008-9497-7",NA,0,1,0,1,FALSE,2008,1.883,"C"
8,"Climate change: Flowering in the greenhouse","Nature","0028-0836, 1476-4687","Article","2012-05-23","10.1038/485448a",NA,0,0,0,10,FALSE,2012,18.134,"D"
8,"Building the niche through time: using 13,000 years of data to predict the effects of climate change on three tree species in Europe","Global Ecology and Biogeography","1466-822X, 1466-8238","Article","2012-01-01","10.1111/j.1466-8238.2012.00767.x",NA,0,0,0,12,FALSE,2012,4.061,"D"
8,"A relation between extreme daily precipitation and extreme short term precipitation","Climatic Change","0165-0009, 1573-1480","Article","2010-12-14","10.1007/s10584-010-9955-x",NA,0,1,0,13,FALSE,2010,1.883,"C"
8,"Potential impact of climate change on carbon in agricultural soils in Canada 2000–2099","Climatic Change","0165-0009, 1573-1480","Article","2008-10-03","10.1007/s10584-008-9493-y",NA,0,1,0,1,FALSE,2008,1.883,"C"
8,"Coral reef ecosystems protect shore from high-energy waves under climate change scenarios","Climatic Change","0165-0009, 1573-1480","Article","2012-02-08","10.1007/s10584-012-0399-3",NA,0,1,0,1,FALSE,2012,1.883,"C"
8,"Exploring pathways for sustainable water management in river deltas in a changing environment","Climatic Change","0165-0009, 1573-1480","Article","2012-03-24","10.1007/s10584-012-0444-2",NA,0,1,0,3,FALSE,2012,1.883,"C"
8,"Study on forest fire danger over Northern China during the recent 50 years","Climatic Change","0165-0009, 1573-1480","Article","2011-08-27","10.1007/s10584-011-0198-2",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"The impact of climate change on California timberlands","Climatic Change","0165-0009, 1573-1480","Article","2011-11-24","10.1007/s10584-011-0307-2",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"Extreme climate events in China: IPCC-AR4 model evaluation and projection","Climatic Change","0165-0009, 1573-1480","Article","2011-05-10","10.1007/s10584-011-0090-0",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"Adaptive phenotypic plasticity in response to climate change in a wild bird population.","Science","0036-8075, 1095-9203","Article","2008-05-09","10.1126/science.1157174",NA,0,0,0,7,FALSE,2008,13.535,"D"
8,"Adaptation of California’s electricity sector to climate change","Climatic Change","0165-0009, 1573-1480","Article","2011-10-06","10.1007/s10584-011-0242-2",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"Increasing impacts of climate change upon ecosystems with increasing global mean temperature rise","Climatic Change","0165-0009, 1573-1480","Article","2010-08-21","10.1007/s10584-010-9923-5",NA,0,1,0,1,FALSE,2010,1.883,"C"
8,"1,800 Years of abrupt climate change, severe fire, and accelerated erosion, Sierra Nevada, California, USA","Climatic Change","0165-0009, 1573-1480","Article","2011-03-12","10.1007/s10584-011-0046-4",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"Regional modeling of dry spells over the Iberian Peninsula for present climate and climate change conditions","Climatic Change","0165-0009, 1573-1480","Article","2011-06-08","10.1007/s10584-011-0114-9",NA,0,1,0,1,FALSE,2011,1.883,"C"
8,"Species interactions reverse grassland responses to changing climate.","Science","0036-8075, 1095-9203","Article","2007-02-02","10.1126/science.1136401",NA,0,0,2,1,FALSE,2007,13.535,"D"
8,"Climate change, fire management, and ecological services in the southwestern US ","Forest Ecology and Management","0378-1127","Article","2013-01-01","10.1016/j.foreco.2013.08.007",NA,0,1,0,2,FALSE,2013,1.615,"B"
8,"Research Priorities for NCD Prevention and Climate Change: An International Delphi Survey","International Journal of Environmental Research and Public Health","1660-4601","Article","2015-10-16","10.3390/ijerph121012941",NA,0,0,0,12,TRUE,2015,0.82,"A"
8,"Glacial mass balance changes in the Karakoram and Himalaya based on CMIP5 multi-model climate projections","Climatic Change","0165-0009, 1573-1480","Article","2014-01-31","10.1007/s10584-013-1052-5",NA,0,0,0,13,FALSE,2014,1.883,"C"
8,"Conservation in the Context of Climate Change: Practical Guidelines for Land Protection at Local Scales","PLoS ONE","1932-6203","Article","2013-11-20","10.1371/journal.pone.0080874",NA,0,0,0,13,TRUE,2013,1.201,"B"
8,"Climate change and agricultural adaptation in Sri Lanka: a review","Climate and Development","1756-5529, 1756-5537","Article","2013-01-28","10.1080/17565529.2012.762333",NA,0,0,0,18,FALSE,2013,0.805,"A"
8,"Climate-regulation services of natural and agricultural ecoregions of the Americas","Nature Climate Change","1758-678X, 1758-6798","Article","2012-01-10","10.1038/nclimate1346",NA,0,0,1,6,FALSE,2012,8.256,"D"
8,"Meeting at the crossroads?: Exploring the linkages between climate change adaptation and disaster risk reduction","Climate and Development","1756-5529, 1756-5537","Article","2009-03-01","10.3763/cdev.2009.0004",NA,0,0,1,13,FALSE,2009,0.805,"A"
8,"Conflict and social vulnerability to climate change: Lessons from Gaza","Climate and Development","1756-5529, 1756-5537","Article","2011-10-01","10.1080/17565529.2011.618386",NA,0,0,0,15,FALSE,2011,0.805,"A"
8,"The Effects of Supplementary Food on the Breeding Performance of Eurasian Reed Warblers Acrocephalus scirpaceus; Implications for Climate Change Impacts","PLoS ONE","1932-6203","Article","2016-07-28","10.1371/journal.pone.0159933",NA,0,0,0,23,TRUE,2016,1.201,"B"
8,"Quantifying surface albedo and other direct biogeophysical climate forcings of forestry activities","Global Change Biology","1354-1013, 1365-2486","Article","2015-04-29","10.1111/gcb.12951",NA,0,1,0,2,FALSE,2015,4.768,"D"
8,"Impacts of fire and climate change on long-term nitrogen availability and forest productivity in the New Jersey Pine Barrens","Canadian Journal of Forest Research","0045-5067, 1208-6037","Article","2014-05-01","10.1139/cjfr-2013-0383",NA,0,1,0,1,FALSE,2014,0.794,"A"
8,"Hydrologic response of a Hawaiian watershed to future climate change scenarios","Hydrological Processes","0885-6087, 1099-1085","Article","2012-01-01","10.1002/hyp.8328",NA,0,1,0,0,FALSE,2012,1.446,"B"
8,"The effect of climate change on rural land cover patterns in the Central United States","Climatic Change","0165-0009, 1573-1480","Article","2016-07-15","10.1007/s10584-016-1738-6",NA,0,1,0,1,FALSE,2016,1.883,"C"
8,"Health sector preparedness for adaptation planning in India","Climatic Change","0165-0009, 1573-1480","Article","2016-07-20","10.1007/s10584-016-1745-7",NA,0,1,0,1,FALSE,2016,1.883,"C"
8,"Exploring the effect of heat on stated intentions to move","Climatic Change","0165-0009, 1573-1480","Article","2016-06-25","10.1007/s10584-016-1727-9",NA,0,1,0,1,FALSE,2016,1.883,"C"
8,"Present climate and future projections of the thermal comfort index for the metropolitan region of São Paulo, Brazil","Climatic Change","0165-0009, 1573-1480","Article","2016-05-13","10.1007/s10584-016-1690-5",NA,0,1,0,1,FALSE,2016,1.883,"C"
8,"Socio-climatic hotspots in Brazil: how do changes driven by the new set of IPCC climatic projections affect their relevance for policy?","Climatic Change","0165-0009, 1573-1480","Article","2016-03-08","10.1007/s10584-016-1635-z",NA,0,1,0,1,FALSE,2016,1.883,"C"
8,"Impact of climate change on precipitation patterns: a comparative approach","International Journal of Climatology","0899-8418, 1097-0088","Article","2016-01-01","10.1002/joc.4578",NA,0,1,0,1,FALSE,2016,1.823,"C"
8,"Modeling phenological responses of Inner Mongolia grassland species to regional climate change","Environmental Research Letters","1748-9326","Article","2016-01-01","10.1088/1748-9326/11/1/015002",NA,0,1,0,1,TRUE,2016,2.628,"C"
8,"Recent changes in north-west Greenland climate documented by NEEM shallow ice core data and simulations, and implications for past-temperature reconstructions","Cryosphere","1994-0416, 1994-0424","Article","2015-08-06","10.5194/tc-9-1481-2015",NA,0,1,0,1,TRUE,2015,3.511,"D"
8,"Quantification of hydrologic impacts of climate change in a Mediterranean basin in Sardinia, Italy, through high-resolution simulations","Hydrology and Earth System Sciences","1027-5606, 1607-7938","Article","2014-12-15","10.5194/hess-18-5201-2014",NA,0,1,0,1,TRUE,2014,2.216,"C"
8,"Sensitivity of lake ice regimes to climate change in the Nordic region","Cryosphere","1994-0416, 1994-0424","Article","2014-08-28","10.5194/tc-8-1589-2014",NA,0,2,0,1,TRUE,2014,3.511,"D"
8,"Quantitative contribution of climate change and human activities to runoff changes in the Wei River basin, China","Hydrology and Earth System Sciences","1027-5606, 1607-7938","Article","2014-08-19","10.5194/hess-18-3069-2014",NA,0,2,0,1,TRUE,2014,2.216,"C"
8,"Grassland farmers’ attitudes toward climate change in the North German Plain","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-08-12","10.1007/s10113-014-0672-2",NA,0,2,0,1,FALSE,2014,1.13,"A"
8,"Climate variability in the Carpathian Mountains Region over 1961–2010 ","Global and Planetary Change","0921-8181","Article","2014-07-01","10.1016/j.gloplacha.2014.04.005",NA,0,1,0,1,FALSE,2014,1.741,"B"
8,"Two methods to assess vulnerability to climate change in the Mexican agricultural sector","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2012-12-07","10.1007/s11027-012-9442-y",NA,0,1,0,1,FALSE,2012,0.891,"A"
8,"Projections of climate change impacts on floods and droughts in Germany using an ensemble of climate change scenarios","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-03-20","10.1007/s10113-014-0606-z",NA,0,1,0,1,FALSE,2014,1.13,"A"
8,"Quantifying the climate impacts of albedo changes due to biofuel production: a comparison with biogeochemical effects","Environmental Research Letters","1748-9326","Article","2014-01-01","10.1088/1748-9326/9/2/024015",NA,0,2,0,1,TRUE,2014,2.628,"C"
8,"The future role of agriculture and land use change for climate change mitigation in Bangladesh","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2014-02-21","10.1007/s11027-014-9545-8",NA,0,2,0,1,FALSE,2014,0.891,"A"
8,"Archaeobotanical Evidence for Climate as a Driver of Ecological Community Change across the Anthropocene Boundary","Global Change Biology","1354-1013, 1365-2486","Article","2014-02-01","10.1111/gcb.12548",NA,0,2,0,1,FALSE,2014,4.768,"D"
8,"Two thresholds determine climatic control of forest fire size in Europe and northern Africa","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-01-14","10.1007/s10113-013-0583-7",NA,0,2,0,1,FALSE,2014,1.13,"A"
8,"Climate trends and impacts on crop production in the Koshi River basin of Nepal","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-12-25","10.1007/s10113-013-0576-6",NA,0,2,0,1,FALSE,2013,1.13,"A"
8,"Agroclimatic conditions in China under climate change scenarios projected from regional climate models","International Journal of Climatology","0899-8418, 1097-0088","Article","2013-12-28","10.1002/joc.3892",NA,0,2,0,1,FALSE,2013,1.823,"C"
